# Time series at grid cell: 100   1   1
  Time(day)                            pH           H+                     CO3--                  SO4--                  Cl-                    Ca++                   Mg++                   Na+                    K+                     Fe++                   Fe+++                  HS-                    CH3COO-                O2(aq)                 S(aq)                  Br-                    H+                     CO3--                  SO4--                  Cl-                    Ca++                   Mg++                   Na+                    K+                     Fe++                   Fe+++                  HS-                    CH3COO-                O2(aq)                 S(aq)                  Br-                    CH3COOH(aq)            CaOH+                  CaCH3COO+              CaHCO3+                CaCO3(aq)              CaSO4(aq)              H2CO3(aq)              HCO3-                  FeOH+                  FeCH3COO+              FeHCO3+                FeCO3(aq)              Fe(CO3)2--             FeSO4(aq)              FeCl+                  Fe(HS)2(aq)            Fe(HS)3-               H2S(aq)                S--                    KSO4-                  MgOH+                  MgCH3COO+              MgHCO3+                MgCO3(aq)              MgSO4(aq)              NaCH3COO(aq)           NaHCO3(aq)             NaCO3-                 NaSO4-                 HSO4-                  OH-                   
  2.04831E+04                6.80092318877710E+00   1.31071774511811E-02   1.11090442292648E-02   5.40529938117229E-02   1.69000000000092E-02   9.61358867459385E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000270E-04   9.46863472024968E-05   2.42920462513052E-15   1.76405733980700E-14   3.01135365587477E-09   1.12874523489651E-20   1.99286511426315E-07   9.99999999999884E-02  -6.70940736540700E+00  -5.18787653160118E+00  -1.41121365071561E+00  -1.77216330800664E+00  -2.23535952250083E+00  -1.93777825123952E+00  -1.00534972208849E+00  -3.31943719611002E+00  -4.33081203296652E+00  -1.46145356977169E+01  -1.40639757777120E+01  -8.57199062899545E+00  -1.99474037930846E+01  -6.70052200218659E+00  -9.99999986113295E-01  -1.07688578058193E+01  -8.38610863753245E+00  -1.01122251451327E+01  -3.80661410279400E+00  -5.34849676571439E+00  -2.43928133937322E+00  -2.69324676413774E+00  -2.08234025715125E+00  -7.38156114799645E+00  -1.15676776556127E+01  -4.90206661326093E+00  -5.09394927622318E+00  -8.66937021227531E+00  -4.59473384979649E+00  -5.71062928482047E+00  -2.43184828584065E+01  -3.63272733412482E+01  -1.40452608220194E+01  -1.97949272888756E+01  -4.48479794402357E+00  -7.26050915117164E+00  -9.83520093259036E+00  -3.41958989042239E+00  -5.20147255327516E+00  -2.18225712686977E+00  -1.00505263586567E+01  -3.63491531638742E+00  -5.48118627591382E+00  -2.30197084946836E+00  -6.66438988117000E+00  -7.05145625381108E+00
  2.04900E+04                6.80090057551638E+00   1.31080848218721E-02   1.11097382306530E-02   5.40527004210562E-02   1.69000000000092E-02   9.61356643767680E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000271E-04   9.46861347617782E-05   2.42958333583727E-15   1.76406553195883E-14   3.01132196123456E-09   1.14791197286077E-20   1.99286519527108E-07   9.99999999999893E-02  -6.70938476115258E+00  -5.18787618821326E+00  -1.41121606867150E+00  -1.77216330761562E+00  -2.23536008148241E+00  -1.93777795294976E+00  -1.00534966407478E+00  -3.31943705061982E+00  -4.33081552803777E+00  -1.46144679968954E+01  -1.40639853366298E+01  -8.57199533525496E+00  -1.99400911374448E+01  -6.70052198453297E+00  -9.99999986113291E-01  -1.07688398559513E+01  -8.38613174515871E+00  -1.01122303205447E+01  -3.80659151794454E+00  -5.34849674805902E+00  -2.43928407026207E+00  -2.69320105400838E+00  -2.08231720501480E+00  -7.38158719171238E+00  -1.15676857671143E+01  -4.90204696450113E+00  -5.09395219465747E+00  -8.66937280033379E+00  -4.59473951677501E+00  -5.71063267846983E+00  -2.43185052964094E+01  -3.63273053521248E+01  -1.40452477179121E+01  -1.97949595403592E+01  -4.48480007312148E+00  -7.26053140848025E+00  -9.83520525836145E+00  -3.41956645593205E+00  -5.20147168597891E+00  -2.18225900811775E+00  -1.00505309369572E+01  -3.63489213442651E+00  -5.48118575328027E+00  -2.30197307537903E+00  -6.66436958182567E+00  -7.05147889918243E+00
  2.04901E+04                6.80090035726720E+00   1.31080934729723E-02   1.11097448154782E-02   5.40526976383041E-02   1.69000000000092E-02   9.61356620311643E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000270E-04   9.46861326860285E-05   2.42958685919863E-15   1.76406560348886E-14   3.01132165430020E-09   1.14809448990696E-20   1.99286520980876E-07   9.99999999999893E-02  -6.70938454451967E+00  -5.18787620728023E+00  -1.41121609898092E+00  -1.77216330761238E+00  -2.23536010110701E+00  -1.93777796214956E+00  -1.00534966428559E+00  -3.31943705032682E+00  -4.33081557430125E+00  -1.46144673670857E+01  -1.40639854350595E+01  -8.57199538131613E+00  -1.99400220917261E+01  -6.70052198136485E+00  -9.99999986113291E-01  -1.07688396760705E+01  -8.38613197143651E+00  -1.01122303701097E+01  -3.80659130479520E+00  -5.34849674489175E+00  -2.43928407604024E+00  -2.69320061141313E+00  -2.08231698869636E+00  -7.38158744462906E+00  -1.15676858433183E+01  -4.90204677799068E+00  -5.09395221812910E+00  -8.66937284520753E+00  -4.59473954919207E+00  -5.71063270659909E+00  -2.43185055081441E+01  -3.63273056647938E+01  -1.40452475891620E+01  -1.97949598712702E+01  -4.48480007740915E+00  -7.26053162558116E+00  -9.83520529887105E+00  -3.41956623372727E+00  -5.20147167375620E+00  -2.18225900484048E+00  -1.00505309706768E+01  -3.63489190543175E+00  -5.48118575080180E+00  -2.30197308184600E+00  -6.66436937521499E+00  -7.05147912319418E+00
  2.04970E+04                6.80087838493333E+00   1.31089726122685E-02   1.11104170125920E-02   5.40524168686170E-02   1.69000000000092E-02   9.61354674470798E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000272E-04   9.46859144895999E-05   2.42995491890206E-15   1.76407232080152E-14   3.01128980108426E-09   1.16657163789442E-20   1.99286528584362E-07   9.99999999999901E-02  -6.70936258063923E+00  -5.18787595621163E+00  -1.41121841702481E+00  -1.77216330722734E+00  -2.23536055453415E+00  -1.93777767884002E+00  -1.00534960901310E+00  -3.31943691066505E+00  -4.33081901121822E+00  -1.46144015805142E+01  -1.40639950284301E+01  -8.57200010829483E+00  -1.99330883096940E+01  -6.70052196479498E+00  -9.99999986113287E-01  -1.07688223904801E+01  -8.38615433654817E+00  -1.01122354662009E+01  -3.80656935912840E+00  -5.34849672832017E+00  -2.43928661656733E+00  -2.69315628406477E+00  -2.08229467566798E+00  -7.38161279323056E+00  -1.15676939228993E+01  -4.90202781581370E+00  -5.09395518504735E+00  -8.66937557327047E+00  -4.59474507320899E+00  -5.71063604830233E+00  -2.43185279676356E+01  -3.63273377307552E+01  -1.40452351634895E+01  -1.97949915114114E+01  -4.48480212122469E+00  -7.26055326048296E+00  -9.83520966538761E+00  -3.41954355848582E+00  -5.20147092760998E+00  -2.18226081579293E+00  -1.00505355767316E+01  -3.63486946972853E+00  -5.48118533067108E+00  -2.30197521881395E+00  -6.66434962327240E+00  -7.05150112566742E+00
  2.04971E+04                6.80087817310416E+00   1.31089809867821E-02   1.11104233857652E-02   5.40524142096369E-02   1.69000000000092E-02   9.61354653975310E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000272E-04   9.46859123617335E-05   2.42995834404546E-15   1.76407237825379E-14   3.01128949260648E-09   1.16674696343892E-20   1.99286529944291E-07   9.99999999999901E-02  -6.70936237032200E+00  -5.18787597477892E+00  -1.41121844588031E+00  -1.77216330722413E+00  -2.23536057216094E+00  -1.93777768741010E+00  -1.00534960920166E+00  -3.31943691035882E+00  -4.33081905606784E+00  -1.46144009683548E+01  -1.40639951267549E+01  -8.57200015452596E+00  -1.99330230450440E+01  -6.70052196183136E+00  -9.99999986113287E-01  -1.07688222176858E+01  -8.38615455515665E+00  -1.01122355149787E+01  -3.80656915206987E+00  -5.34849672535735E+00  -2.43928662174398E+00  -2.69315585543416E+00  -2.08229446637599E+00  -7.38161303906187E+00  -1.15676939988999E+01  -4.90202763597801E+00  -5.09395520930736E+00  -8.66937561828219E+00  -4.59474510560846E+00  -5.71063607618809E+00  -2.43185281797725E+01  -3.63273380435597E+01  -1.40452350416308E+01  -1.97949918348787E+01  -4.48480212570597E+00  -7.26055347120209E+00  -9.83520970638964E+00  -3.41954334365156E+00  -5.20147091687142E+00  -2.18226081319384E+00  -1.00505356114092E+01  -3.63486924856982E+00  -5.48118532907502E+00  -2.30197522535735E+00  -6.66434942283300E+00  -7.05150134288720E+00
  2.05040E+04                6.80085685754149E+00   1.31098310710333E-02   1.11110731347893E-02   5.40521464539886E-02   1.69000000000092E-02   9.61353001803530E-03   1.85000000000109E-02   1.04000000000061E-01   5.12000000000273E-04   9.46856891237104E-05   2.43031548361306E-15   1.76407758512205E-14   3.01125747835476E-09   1.18440951318763E-20   1.99286537032075E-07   9.99999999999909E-02  -6.70934106263942E+00  -5.18787582217243E+00  -1.41122066111762E+00  -1.77216330684577E+00  -2.23536091340119E+00  -1.93777741945102E+00  -1.00534955674426E+00  -3.31943677668970E+00  -4.33082242863623E+00  -1.46143371432506E+01  -1.40640047551639E+01  -8.57200490262498E+00  -1.99264978362972E+01  -6.70052194638533E+00  -9.99999986113284E-01  -1.07688056127159E+01  -8.38617615542369E+00  -1.01122405257218E+01  -3.80654786136554E+00  -5.34849670990966E+00  -2.43928896294109E+00  -2.69311294901674E+00  -2.08227291465969E+00  -7.38163767065705E+00  -1.15677020409712E+01  -4.90200937660182E+00  -5.09395822518781E+00  -8.66937849294107E+00  -4.59475047813372E+00  -5.71063935998106E+00  -2.43185506561266E+01  -3.63273701605336E+01  -1.40452233109360E+01  -1.97950228482385E+01  -4.48480408183441E+00  -7.26057446835394E+00  -9.83521411460975E+00  -3.41952145042418E+00  -5.20147029890069E+00  -2.18226255186790E+00  -1.00505402458521E+01  -3.63484758156526E+00  -5.48118501793915E+00  -2.30197727086628E+00  -6.66433023147820E+00  -7.05152268654509E+00
  2.05041E+04                6.80085665227789E+00   1.31098391617674E-02   1.11110792907603E-02   5.40521439221870E-02   1.69000000000092E-02   9.61352984405809E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000273E-04   9.46856869493846E-05   2.43031880833411E-15   1.76407762818338E-14   3.01125716830667E-09   1.18457643910256E-20   1.99286538295198E-07   9.99999999999908E-02  -6.70934085878014E+00  -5.18787584024557E+00  -1.41122068847893E+00  -1.77216330684259E+00  -2.23536092894570E+00  -1.93777742737017E+00  -1.00534955690968E+00  -3.31943677636947E+00  -4.33082247199502E+00  -1.46143365491274E+01  -1.40640048533767E+01  -8.57200494902924E+00  -1.99264366338760E+01  -6.70052194363267E+00  -9.99999986113284E-01  -1.07688054471725E+01  -8.38617636615649E+00  -1.01122405736639E+01  -3.80654766053300E+00  -5.34849670715774E+00  -2.43928896748154E+00  -2.69311253469875E+00  -2.08227271258020E+00  -7.38163790920413E+00  -1.15677021167276E+01  -4.90200920358356E+00  -5.09395825025017E+00  -8.66937853810550E+00  -4.59475051048845E+00  -5.71063938758334E+00  -2.43185508686391E+01  -3.63273704734350E+01  -1.40452231961257E+01  -1.97950231640807E+01  -4.48480408652072E+00  -7.26057467254563E+00  -9.83521415611625E+00  -3.41952124315606E+00  -5.20147028971319E+00  -2.18226254997277E+00  -1.00505402815155E+01  -3.63484736845404E+00  -5.48118501727451E+00  -2.30197727749401E+00  -6.66433003735344E+00  -7.05152289681557E+00
  2.05110E+04                6.80083600636795E+00   1.31106595522280E-02   1.11117060945239E-02   5.40518894784815E-02   1.69000000000092E-02   9.61351636322770E-03   1.85000000000109E-02   1.04000000000061E-01   5.12000000000274E-04   9.46854590760535E-05   2.43066480789979E-15   1.76408129440991E-14   3.01122498979936E-09   1.20129996260082E-20   1.99286544853773E-07   9.99999999999916E-02  -6.70932022016193E+00  -5.18787579003871E+00  -1.41122279866666E+00  -1.77216330647136E+00  -2.23536115370204E+00  -1.93777717506078E+00  -1.00534950732568E+00  -3.31943664882110E+00  -4.33082577619591E+00  -1.46142747239034E+01  -1.40640145176079E+01  -8.57200971872338E+00  -1.99203482598177E+01  -6.70052192933992E+00  -9.99999986113281E-01  -1.07687895362508E+01  -8.38619718450811E+00  -1.01122454953866E+01  -3.80652703762529E+00  -5.34849669286338E+00  -2.43929110321895E+00  -2.69307107914666E+00  -2.08225193915424E+00  -7.38166180700029E+00  -1.15677101178948E+01  -4.90199166012039E+00  -5.09396131540036E+00  -8.66938156358369E+00  -4.59475572567040E+00  -5.71064260961603E+00  -2.43185733596960E+01  -3.63274026400223E+01  -1.40452121741566E+01  -1.97950535384292E+01  -4.48480595308621E+00  -7.26059501946139E+00  -9.83521860695102E+00  -3.41950014936042E+00  -5.20146980453090E+00  -2.18226421482224E+00  -1.00505449449963E+01  -3.63482648730445E+00  -5.48118481933146E+00  -2.30197922958273E+00  -6.66431141739844E+00  -7.05154356872302E+00
  2.05111E+04                6.80083580778509E+00   1.31106673538110E-02   1.11117120291678E-02   5.40518870763207E-02   1.69000000000092E-02   9.61351622103873E-03   1.85000000000109E-02   1.04000000000061E-01   5.12000000000274E-04   9.46854568578077E-05   2.43066803041444E-15   1.76408132281841E-14   3.01122467814639E-09   1.20145729302845E-20   1.99286546018064E-07   9.99999999999916E-02  -6.70932002287351E+00  -5.18787580761532E+00  -1.41122282450469E+00  -1.77216330646821E+00  -2.23536116711274E+00  -1.93777718231486E+00  -1.00534950746738E+00  -3.31943664848643E+00  -4.33082581801702E+00  -1.46142741481271E+01  -1.40640146157079E+01  -8.57200976530500E+00  -1.99202913862276E+01  -6.70052192680264E+00  -9.99999986113281E-01  -1.07687893780885E+01  -8.38619738721467E+00  -1.01122455424682E+01  -3.80652684312679E+00  -5.34849669032678E+00  -2.43929110710414E+00  -2.69307067940432E+00  -2.08225174442393E+00  -7.38166203811726E+00  -1.15677101933868E+01  -4.90199149403230E+00  -5.09396134127417E+00  -8.66938160890428E+00  -4.59475575796600E+00  -5.71064263691325E+00  -2.43185735725789E+01  -3.63274029530110E+01  -1.40452120665214E+01  -1.97950538465102E+01  -4.48480595798391E+00  -7.26059521701076E+00  -9.83521864897264E+00  -3.41949994980199E+00  -5.20146979693437E+00  -2.18226421364751E+00  -1.00505449816667E+01  -3.63482628239479E+00  -5.48118481962562E+00  -2.30197923629868E+00  -6.66431122970045E+00  -7.05154377192101E+00
  2.05180E+04                6.80081584140662E+00   1.31114576039753E-02   1.11123155431964E-02   5.40516461418388E-02   1.69000000000092E-02   9.61350582689025E-03   1.85000000000109E-02   1.04000000000061E-01   5.12000000000274E-04   9.46852244152749E-05   2.43100272006262E-15   1.76408342363823E-14   3.01119233132755E-09   1.21711953123370E-20   1.99286552039167E-07   9.99999999999924E-02  -6.70930006318923E+00  -5.18787586135500E+00  -1.41122482808526E+00  -1.77216330610427E+00  -2.23536127361835E+00  -1.93777694587997E+00  -1.00534946079873E+00  -3.31943652714900E+00  -4.33082905219689E+00  -1.46142143522778E+01  -1.40640243167591E+01  -8.57201455714937E+00  -1.99146664918048E+01  -6.70052191368118E+00  -9.99999986113277E-01  -1.07687741716927E+01  -8.38621741207120E+00  -1.01122503740503E+01  -3.80650689786546E+00  -5.34849667720375E+00  -2.43929303430839E+00  -2.69303069616498E+00  -2.08223176081138E+00  -7.38168519064806E+00  -1.15677181526432E+01  -4.90197467644524E+00  -5.09396445582540E+00  -8.66938478686674E+00  -4.59476081284452E+00  -5.71064579563538E+00  -2.43185960788593E+01  -3.63274351707157E+01  -1.40452017642055E+01  -1.97950835728854E+01  -4.48480773366530E+00  -7.26061490409530E+00  -9.83522314328580E+00  -3.41947966727170E+00  -5.20146944654237E+00  -2.18226580358279E+00  -1.00505496748538E+01  -3.63480619873843E+00  -5.48118473658790E+00  -2.30198109358824E+00  -6.66429318957254E+00  -7.05156376216653E+00
  2.05181E+04                6.80081564958891E+00   1.31114651129190E-02   1.11123212538638E-02   5.40516438707881E-02   1.69000000000092E-02   9.61350571669778E-03   1.85000000000109E-02   1.04000000000061E-01   5.12000000000274E-04   9.46852221522364E-05   2.43100583900794E-15   1.76408343719103E-14   3.01119201802680E-09   1.21726609805842E-20   1.99286553103601E-07   9.99999999999924E-02  -6.70929987255494E+00  -5.18787587842402E+00  -1.41122485238275E+00  -1.77216330610116E+00  -2.23536128487895E+00  -1.93777695246237E+00  -1.00534946091652E+00  -3.31943652679983E+00  -4.33082909246580E+00  -1.46142137950840E+01  -1.40640244147495E+01  -8.57201460391372E+00  -1.99146141974699E+01  -6.70052191136151E+00  -9.99999986113277E-01  -1.07687740210067E+01  -8.38621760665904E+00  -1.01122504202718E+01  -3.80650670978181E+00  -5.34849667488471E+00  -2.43929303753597E+00  -2.69303031117384E+00  -2.08223157351570E+00  -7.38168541424420E+00  -1.15677182278730E+01  -4.90197451736989E+00  -5.09396448251466E+00  -8.66938483233479E+00  -4.59476084508040E+00  -5.71064582262582E+00  -2.43185962921269E+01  -3.63274354838075E+01  -1.40452016638393E+01  -1.97950838731142E+01  -4.48480773877524E+00  -7.26061509491863E+00  -9.83522318583173E+00  -3.41947947551247E+00  -5.20146944054776E+00  -2.18226580313480E+00  -1.00505497125452E+01  -3.63480600212470E+00  -5.48118473784498E+00  -2.30198110039194E+00  -6.66429300838165E+00  -7.05156395820354E+00
  2.05250E+04                6.80079636959741E+00   1.31122249741013E-02   1.11129012910120E-02   5.40514165376884E-02   1.69000000000092E-02   9.61349839296603E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000274E-04   9.46849848387151E-05   2.43132909913222E-15   1.76408395327287E-14   3.01115949795766E-09   1.23174856821485E-20   1.99286558584514E-07   9.99999999999932E-02  -6.70928059865706E+00  -5.18787603511330E+00  -1.41122674851180E+00  -1.77216330574441E+00  -2.23536127405839E+00  -1.93777673204938E+00  -1.00534941718809E+00  -3.31943641172420E+00  -4.33083225749659E+00  -1.46141560491293E+01  -1.40640341538440E+01  -8.57201941854681E+00  -1.99094776573988E+01  -6.70052189941725E+00  -9.99999986113274E-01  -1.07687595266450E+01  -8.38623683211125E+00  -1.01122551633066E+01  -3.80648744901283E+00  -5.34849666293893E+00  -2.43929475636987E+00  -2.69299181300837E+00  -2.08221238560716E+00  -7.38170781554776E+00  -1.15677261467591E+01  -4.90195843245225E+00  -5.09396764642023E+00  -8.66938816173348E+00  -4.59476573976565E+00  -5.71064891894314E+00  -2.43186188170080E+01  -3.63274677572255E+01  -1.40451920892722E+01  -1.97951129458574E+01  -4.48480942282714E+00  -7.26063411548323E+00  -9.83522772443680E+00  -3.41946001031377E+00  -5.20146922417226E+00  -2.18226731753898E+00  -1.00505544361254E+01  -3.63478672190116E+00  -5.48118476878124E+00  -2.30198286210788E+00  -6.66427555412688E+00  -7.05158325992085E+00
  2.05251E+04                6.80079618459826E+00   1.31122321888485E-02   1.11129067765674E-02   5.40514143981851E-02   1.69000000000092E-02   9.61349831434266E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000274E-04   9.46849825263529E-05   2.43133211356577E-15   1.76408395179599E-14   3.01115918295760E-09   1.23188324659399E-20   1.99286559549111E-07   9.99999999999932E-02  -6.70928041473034E+00  -5.18787605165442E+00  -1.41122677126379E+00  -1.77216330574134E+00  -2.23536128318980E+00  -1.93777673796141E+00  -1.00534941728216E+00  -3.31943641136086E+00  -4.33083229623295E+00  -1.46141555106785E+01  -1.40640342517402E+01  -8.57201946550042E+00  -1.99094301751842E+01  -6.70052189731516E+00  -9.99999986113274E-01  -1.07687593834951E+01  -8.38623701854766E+00  -1.01122552086952E+01  -3.80648726739752E+00  -5.34849666083740E+00  -2.43929475895511E+00  -2.69299144285455E+00  -2.08221220577895E+00  -7.38170803158913E+00  -1.15677262217527E+01  -4.90195828044190E+00  -5.09396767392366E+00  -8.66938820732744E+00  -4.59476577195584E+00  -5.71064894564621E+00  -2.43186190307102E+01  -3.63274680704858E+01  -1.40451919962436E+01  -1.97951132381961E+01  -4.48480942814432E+00  -7.26063429952827E+00  -9.83522776751465E+00  -3.41945982638767E+00  -5.20146921975995E+00  -2.18226731781343E+00  -1.00505544748444E+01  -3.63478653361618E+00  -5.48118477098077E+00  -2.30198286899417E+00  -6.66427537949125E+00  -7.05158344874356E+00
  2.05320E+04                6.80077759482476E+00   1.31129616138765E-02   1.11134633101210E-02   5.40512006501048E-02   1.69000000000092E-02   9.61349397991487E-03   1.85000000000110E-02   1.04000000000061E-01   5.12000000000274E-04   9.46847396501230E-05   2.43164387490755E-15   1.76408286923501E-14   3.01112648379404E-09   1.24507283682075E-20   1.99286564492892E-07   9.99999999999940E-02  -6.70926183045329E+00  -5.18787630763590E+00  -1.41122855983119E+00  -1.77216330539138E+00  -2.23536115878180E+00  -1.93777653363795E+00  -1.00534937650124E+00  -3.31943630255747E+00  -4.33083539563642E+00  -1.46140998261639E+01  -1.40640440303301E+01  -8.57202430364447E+00  -1.99048049651639E+01  -6.70052188654144E+00  -9.99999986113271E-01  -1.07687456057047E+01  -8.38625544447887E+00  -1.01122598676098E+01  -3.80646869496264E+00  -5.34849665006222E+00  -2.43929627295445E+00  -2.69295443371474E+00  -2.08219381371204E+00  -7.38172968133180E+00  -1.15677341044787E+01  -4.90194293181849E+00  -5.09397088695995E+00  -8.66939168428626E+00  -4.59477050976665E+00  -5.71065198304195E+00  -2.43186415805519E+01  -3.63275004074345E+01  -1.40451831546896E+01  -1.97951416549582E+01  -4.48481102041296E+00  -7.26065264978775E+00  -9.83523235117048E+00  -3.41944117869408E+00  -5.20146913372606E+00  -2.18226875655407E+00  -1.00505592295209E+01  -3.63476805694327E+00  -5.48118491219515E+00  -2.30198453498308E+00  -6.66425851479130E+00  -7.05160205811374E+00
  2.05321E+04                6.80077741666663E+00   1.31129685348275E-02   1.11134685709648E-02   5.40511986415261E-02   1.69000000000092E-02   9.61349393177410E-03   1.85000000000109E-02   1.04000000000061E-01   5.12000000000274E-04   9.46847372800600E-05   2.43164678430372E-15   1.76408285261558E-14   3.01112616703442E-09   1.24519456046061E-20   1.99286565358760E-07   9.99999999999940E-02  -6.70926165325783E+00  -5.18787632361914E+00  -1.41122858104538E+00  -1.77216330538833E+00  -2.23536116584345E+00  -1.93777653888911E+00  -1.00534937657215E+00  -3.31943630218073E+00  -4.33083543289546E+00  -1.46140993065427E+01  -1.40640441281517E+01  -8.57202435079505E+00  -1.99047625092288E+01  -6.70052188465450E+00  -9.99999986113271E-01  -1.07687454701153E+01  -8.38625562279202E+00  -1.01122599122204E+01  -3.80646851984200E+00  -5.34849664817578E+00  -2.43929627493085E+00  -2.69295407839402E+00  -2.08219364133073E+00  -7.38172988984234E+00  -1.15677341792867E+01  -4.90194278689524E+00  -5.09397091527090E+00  -8.66939172997128E+00  -4.59477054194044E+00  -5.71065200949904E+00  -2.43186417947592E+01  -3.63275007209551E+01  -1.40451830690339E+01  -1.97951419394147E+01  -4.48481102592624E+00  -7.26065282703367E+00  -9.83523239478623E+00  -3.41944100257855E+00  -5.20146913084473E+00  -2.18226875753558E+00  -1.00505592692662E+01  -3.63476787695722E+00  -5.48118491529116E+00  -2.30198454194193E+00  -6.66425834672687E+00  -7.05160223970408E+00
  2.05390E+04                6.80075951793529E+00   1.31136676797393E-02   1.11140017361190E-02   5.40509983514032E-02   1.69000000000092E-02   9.61349243886900E-03   1.85000000000110E-02   1.04000000000062E-01   5.12000000000274E-04   9.46844877440348E-05   2.43194702767839E-15   1.76408016292364E-14   3.01109328202643E-09   1.25698508317413E-20   1.99286569774399E-07   9.99999999999948E-02  -6.70924375943575E+00  -5.18787667249916E+00  -1.41123026268875E+00  -1.77216330504446E+00  -2.23536093448096E+00  -1.93777635064114E+00  -1.00534933872804E+00  -3.31943619961889E+00  -4.33083847292694E+00  -1.46140456860948E+01  -1.40640539479120E+01  -8.57202921325423E+00  -1.99006695997639E+01  -6.70052187503174E+00  -9.99999986113267E-01  -1.07687324104769E+01  -8.38627325493930E+00  -1.01122644943521E+01  -3.80645063659689E+00  -5.34849663855161E+00  -2.43929759109311E+00  -2.69291855337886E+00  -2.08217603942996E+00  -7.38175079338359E+00  -1.15677420328124E+01  -4.90192817504411E+00  -5.09397417704069E+00  -8.66939534771382E+00  -4.59477512949667E+00  -5.71065499411571E+00  -2.43186643789729E+01  -3.63275331325363E+01  -1.40451749629369E+01  -1.97951697011348E+01  -4.48481252685944E+00  -7.26067050608586E+00  -9.83523702419173E+00  -3.41942316660726E+00  -5.20146916849436E+00  -2.18227012097165E+00  -1.00505640557548E+01  -3.63475019806905E+00  -5.48118516024476E+00  -2.30198611268197E+00  -6.66424207292802E+00  -7.05162015593862E+00
  2.05391E+04                6.80075934660986E+00   1.31136743092602E-02   1.11140067741945E-02   5.40509964720509E-02   1.69000000000092E-02   9.61349241945135E-03   1.85000000000110E-02   1.04000000000062E-01   5.12000000000274E-04   9.46844853039312E-05   2.43194983192345E-15   1.76408013109674E-14   3.01109296343822E-09   1.25709285910710E-20   1.99286570543754E-07   9.99999999999948E-02  -6.70924358896569E+00  -5.18787668788468E+00  -1.41123028238571E+00  -1.77216330504143E+00  -2.23536093957166E+00  -1.93777635524931E+00  -1.00534933877677E+00  -3.31943619922995E+00  -4.33083850880022E+00  -1.46140451853160E+01  -1.40640540456859E+01  -8.57202926061063E+00  -1.99006323646135E+01  -6.70052187335513E+00  -9.99999986113267E-01  -1.07687322824367E+01  -8.38627342521862E+00  -1.01122645382678E+01  -3.80645046797039E+00  -5.34849663687544E+00  -2.43929759251277E+00  -2.69291821279641E+00  -2.08217587442128E+00  -7.38175099444551E+00  -1.15677421075107E+01  -4.90192803720019E+00  -5.09397420614711E+00  -8.66939539344155E+00  -4.59477516169892E+00  -5.71065502039075E+00  -2.43186645937829E+01  -3.63275334464457E+01  -1.40451748846592E+01  -1.97951699777660E+01  -4.48481253255138E+00  -7.26067067654307E+00  -9.83523706834963E+00  -3.41942299822292E+00  -5.20146916706035E+00  -2.18227012263346E+00  -1.00505640965170E+01  -3.63475002628902E+00  -5.48118516416524E+00  -2.30198611969827E+00  -6.66424191141860E+00  -7.05162033031369E+00
  2.05460E+04                6.80074213677410E+00   1.31143435329121E-02   1.11145168678294E-02   5.40508094012661E-02   1.69000000000092E-02   9.61349355284473E-03   1.85000000000111E-02   1.04000000000062E-01   5.12000000000274E-04   9.46842275975641E-05   2.43223858763829E-15   1.76407583114973E-14   3.01105988495140E-09   1.26738654168023E-20   1.99286574446257E-07   9.99999999999956E-02  -6.70922638346870E+00  -5.18787712050157E+00  -1.41123185849574E+00  -1.77216330470262E+00  -2.23536061081567E+00  -1.93777618298014E+00  -1.00534930384061E+00  -3.31943610283763E+00  -4.33084149848770E+00  -1.46139936227525E+01  -1.40640639085096E+01  -8.57203414826694E+00  -1.98970906326335E+01  -6.70052186485061E+00  -9.99999986113264E-01  -1.07687199396064E+01  -8.38629027516986E+00  -1.01122690538933E+01  -3.80643327182113E+00  -5.34849662836956E+00  -2.43929872133389E+00  -2.69288415819138E+00  -2.08215905120154E+00  -7.38177116284021E+00  -1.15677499415796E+01  -4.90191415949440E+00  -5.09397751608470E+00  -8.66939914226451E+00  -4.59477960896351E+00  -5.71065796106818E+00  -2.43186872248585E+01  -3.63275659470683E+01  -1.40451675136734E+01  -1.97951970886304E+01  -4.48481394320225E+00  -7.26068768633104E+00  -9.83524174413784E+00  -3.41940596223641E+00  -5.20146931871722E+00  -2.18227141161734E+00  -1.00505689155413E+01  -3.63473313353860E+00  -5.48118550344297E+00  -2.30198759630300E+00  -6.66422622757226E+00  -7.05163755561863E+00
