# Time series at grid cell: 100   1   1
  Time(day)                            pH           H+                     CO3--                  SO4--                  Cl-                    Ca++                   Mg++                   Na+                    K+                     Fe++                   Fe+++                  HS-                    CH3COO-                O2(aq)                 S(aq)                  Br-                    H+                     CO3--                  SO4--                  Cl-                    Ca++                   Mg++                   Na+                    K+                     Fe++                   Fe+++                  HS-                    CH3COO-                O2(aq)                 S(aq)                  Br-                    CH3COOH(aq)            CaOH+                  CaCH3COO+              CaHCO3+                CaCO3(aq)              CaSO4(aq)              H2CO3(aq)              HCO3-                  FeOH+                  FeCH3COO+              FeHCO3+                FeCO3(aq)              Fe(CO3)2--             FeSO4(aq)              FeCl+                  Fe(HS)2(aq)            Fe(HS)3-               H2S(aq)                S--                    KSO4-                  MgOH+                  MgCH3COO+              MgHCO3+                MgCO3(aq)              MgSO4(aq)              NaCH3COO(aq)           NaHCO3(aq)             NaCO3-                 NaSO4-                 HSO4-                  OH-                   
  9.42934E+02                7.05883954254992E+00   4.70010517120718E-03   4.25384439182039E-03   6.12033874100272E-02   1.69000012574506E-02   1.30068729248884E-02   1.85000013764997E-02   1.04000007738143E-01   5.12000038095459E-04   1.57792464231200E-04   3.73329557890205E-16   1.51218068097103E-14   3.20394392139257E-09   2.40217014017070E-19   2.01343370473943E-07   1.09778922519773E-03  -6.97010102161402E+00  -5.34192704755399E+00  -1.37764044825082E+00  -1.77220383242276E+00  -2.14189030586087E+00  -1.97131370729112E+00  -1.00848170049115E+00  -3.32452539765042E+00  -4.10140966370892E+00  -1.54279074097588E+01  -1.40230803028334E+01  -8.54781508233005E+00  -1.86193959772042E+01  -6.69606257261794E+00  -2.95948099503664E+00  -1.09909373453631E+01  -8.01649636167861E+00  -9.96915183833961E+00  -4.07259259994605E+00  -5.34403737166547E+00  -2.24375714744862E+00  -3.32437810762668E+00  -2.46771849916921E+00  -6.87601571952497E+00  -1.12886711962020E+01  -5.03211195779534E+00  -4.95355672955663E+00  -8.68623586348901E+00  -4.26327650525425E+00  -5.45284354900634E+00  -2.39584383185558E+01  -3.59298033749637E+01  -1.42487707824133E+01  -1.95183456592059E+01  -4.41644433552814E+00  -7.01980299402134E+00  -9.82121536660453E+00  -3.81465612838170E+00  -5.32610090003351E+00  -2.11582067575244E+00  -1.00101177000454E+01  -4.00355846172131E+00  -5.60443460490305E+00  -2.23415438058190E+00  -6.85984157564349E+00  -6.80259138902163E+00
  9.53579E+02                7.05381895249642E+00   4.76434412164197E-03   4.30717815611978E-03   6.11858980211499E-02   1.69000012626662E-02   1.30104698463857E-02   1.85000013822090E-02   1.04000007770239E-01   5.12000038253471E-04   1.58213254165800E-04   3.86515935877784E-16   1.51937532115056E-14   3.20480705355950E-09   2.96863881233265E-19   2.01342759092878E-07   1.12569775109776E-03  -6.96507943905495E+00  -5.34206539971234E+00  -1.37777771471717E+00  -1.77220402651375E+00  -2.14173197614450E+00  -1.97128835992736E+00  -1.00847798200732E+00  -3.32451414840085E+00  -4.10047009139198E+00  -1.54128323815766E+01  -1.40228964043461E+01  -8.54772145024413E+00  -1.85274423815453E+01  -6.69606389135926E+00  -2.94857816059098E+00  -1.09858268516741E+01  -8.02136465797236E+00  -9.96890832220310E+00  -4.06756932917959E+00  -5.34403869065075E+00  -2.24375846573295E+00  -3.31448785930780E+00  -2.46284495402285E+00  -6.88010277321815E+00  -1.12876464374649E+01  -5.02630744442830E+00  -4.95277680594133E+00  -8.68559336923454E+00  -4.26249658093801E+00  -5.45191355572685E+00  -2.39571469677304E+01  -3.59283271173583E+01  -1.42435706040194E+01  -1.95231750348065E+01  -4.41658336665734E+00  -7.02480366267825E+00  -9.82110416566855E+00  -3.80976517281577E+00  -5.32623453421932E+00  -2.11595430923730E+00  -1.00100266460658E+01  -3.99868765311175E+00  -5.60458038664874E+00  -2.23430016162665E+00  -6.85496767211014E+00  -6.80760898766946E+00
  9.67345E+02                7.04741944778282E+00   4.84758199032773E-03   4.37615924585597E-03   6.11633907381710E-02   1.69000012686113E-02   1.30152770535092E-02   1.85000013887169E-02   1.04000007806824E-01   5.12000038433581E-04   1.58746220778045E-04   4.04009142794511E-16   1.52867701651893E-14   3.20591981962798E-09   3.84147649404814E-19   2.01341593451343E-07   1.17193223577243E-03  -6.95867804237276E+00  -5.34224206793644E+00  -1.37795231914016E+00  -1.77220427080735E+00  -2.14151722268601E+00  -1.97125112605664E+00  -1.00847290013141E+00  -3.32449922681690E+00  -4.09928431518967E+00  -1.53936085928541E+01  -1.40226575477302E+01  -8.54760083006026E+00  -1.84155015641793E+01  -6.69606640564458E+00  -2.93109745894635E+00  -1.09793138348486E+01  -8.02756091605362E+00  -9.96858904917084E+00  -4.06116471376775E+00  -5.34404120515002E+00  -2.24376098493360E+00  -3.30188950010262E+00  -2.45663868941672E+00  -6.88532800855560E+00  -1.12863561416888E+01  -5.01893180627264E+00  -4.95180829769678E+00  -8.68479976977876E+00  -4.26152807739485E+00  -5.45074591514758E+00  -2.39555140158668E+01  -3.59264533864548E+01  -1.42369404597513E+01  -1.95293217358119E+01  -4.41676785930257E+00  -7.03117627743990E+00  -9.82096114033768E+00  -3.80353680510531E+00  -5.32641329641996E+00  -2.11613307613933E+00  -1.00099129479045E+01  -3.99248861257087E+00  -5.60477322562395E+00  -2.23449300530325E+00  -6.84876073028567E+00  -6.81400278960967E+00
  9.77049E+02                7.04296620774046E+00   4.90642052214907E-03   4.42483494312729E-03   6.11475486550810E-02   1.69000012722510E-02   1.30187490116831E-02   1.85000013927013E-02   1.04000007829222E-01   5.12000038543850E-04   1.59113994422128E-04   4.16651344874463E-16   1.53523694838818E-14   3.20670249704754E-09   4.54125493746362E-19   2.01340584488859E-07   1.21244608160210E-03  -6.95422316500761E+00  -5.34236575772431E+00  -1.37807421316851E+00  -1.77220443829189E+00  -2.14136057091464E+00  -1.97122256213763E+00  -1.00846916846221E+00  -3.32448850303849E+00  -4.09847000769581E+00  -1.53802269984313E+01  -1.40224887103766E+01  -8.54751605566365E+00  -1.83428238622215E+01  -6.69606858198542E+00  -2.91633752520319E+00  -1.09747819725205E+01  -8.03186746321111E+00  -9.96836155766171E+00  -4.05670705061427E+00  -5.34404338173568E+00  -2.24376315610304E+00  -3.29312746613026E+00  -2.45232348195019E+00  -6.88897689999059E+00  -1.12854709944572E+01  -5.01381648739667E+00  -4.95115281855995E+00  -8.68426645743357E+00  -4.26087259284180E+00  -5.44994725972145E+00  -2.39543884635183E+01  -3.59251573326905E+01  -1.42323254943286E+01  -1.95335940675334E+01  -4.41690050222024E+00  -7.03560990594288E+00  -9.82086063584965E+00  -3.79920612897294E+00  -5.32654246002674E+00  -2.11626223432988E+00  -1.00098348311476E+01  -3.98818032416961E+00  -5.60491157756828E+00  -2.23463135183134E+00  -6.84444492718118E+00  -6.81845109401733E+00
  9.91458E+02                7.03643446210819E+00   4.99412833821204E-03   4.49726428608901E-03   6.11238968928688E-02   1.69000012767387E-02   1.30239296972715E-02   1.85000013976139E-02   1.04000007856839E-01   5.12000038679810E-04   1.59646501868493E-04   4.35913922158099E-16   1.54498730221865E-14   3.20786294186535E-09   5.67793881307635E-19   2.01339075280070E-07   1.28762237240317E-03  -6.94768897084014E+00  -5.34255047512243E+00  -1.37825625234771E+00  -1.77220467903982E+00  -2.14112655556049E+00  -1.97117956009089E+00  -1.00846355727276E+00  -3.32447249050999E+00  -4.09730125213112E+00  -1.53605990470153E+01  -1.40222385913275E+01  -8.54739046752261E+00  -1.82458090384785E+01  -6.69607183738223E+00  -2.89021144593058E+00  -1.09681338401996E+01  -8.03818008789510E+00  -9.96802279462772E+00  -4.05016868979157E+00  -5.34404663744696E+00  -2.24376641139268E+00  -3.28027973602063E+00  -2.44599790500950E+00  -6.89435478446405E+00  -1.12841974912127E+01  -5.00634338636344E+00  -4.95022133406070E+00  -8.68351741212840E+00  -4.25994110792090E+00  -5.44880190358798E+00  -2.39527589985952E+01  -3.59232752595328E+01  -1.42255542667604E+01  -1.95398576407526E+01  -4.41709864380068E+00  -7.04211203854753E+00  -9.82071123965600E+00  -3.79285713499057E+00  -5.32673508257835E+00  -2.11645485645986E+00  -1.00097191703357E+01  -3.98186506556905E+00  -5.60511819369827E+00  -2.23483796753970E+00  -6.83811846702657E+00  -6.82497545793350E+00
  1.00073E+03                7.03227101869895E+00   5.05082980410260E-03   4.54400570174877E-03   6.11089493364923E-02   1.69000012790416E-02   1.30276593815442E-02   1.85000014001348E-02   1.04000007871010E-01   5.12000038749577E-04   1.59980490758863E-04   4.48675756780179E-16   1.55129026100713E-14   3.20860881173128E-09   6.44360660394539E-19   2.01337158798207E-07   1.34669928552942E-03  -6.94352241913742E+00  -5.34266360850046E+00  -1.37836598652650E+00  -1.77220482835787E+00  -2.14095083214849E+00  -1.97114099937697E+00  -1.00845929631823E+00  -3.32446124120602E+00  -4.09656289443719E+00  -1.53480671828570E+01  -1.40220730767507E+01  -8.54730985517319E+00  -1.81908707294443E+01  -6.69607597131125E+00  -2.87072933042176E+00  -1.09639014674285E+01  -8.04218671798914E+00  -9.96779291802099E+00  -4.04599684741021E+00  -5.34405077147956E+00  -2.24377054629463E+00  -3.27210539747490E+00  -2.44197483040960E+00  -6.89779878027615E+00  -1.12834049803240E+01  -5.00160890970014E+00  -4.94966283381136E+00  -8.68306915208758E+00  -4.25938260854091E+00  -5.44809309790247E+00  -2.39517397987734E+01  -3.59220873840915E+01  -1.42212388146661E+01  -1.95438326485783E+01  -4.41723790322770E+00  -7.04625391997108E+00  -9.82061643524487E+00  -3.78882036480481E+00  -5.32687428880654E+00  -2.11659406355739E+00  -1.00096540255531E+01  -3.97785795501179E+00  -5.60526199354555E+00  -2.23498176825633E+00  -6.83409427238495E+00  -6.82912952938068E+00
  1.01492E+03                7.02596056496878E+00   5.13812929857634E-03   4.61584661002882E-03   6.10857379602653E-02   1.69000012816155E-02   1.30332994143305E-02   1.85000014029525E-02   1.04000007886851E-01   5.12000038827560E-04   1.60476006983355E-04   4.68728980675879E-16   1.56096065344396E-14   3.20974898213914E-09   7.61917664342356E-19   2.01334489122528E-07   1.45671491399657E-03  -6.93720763739359E+00  -5.34284052648174E+00  -1.37853816715619E+00  -1.77220504784609E+00  -2.14068674766940E+00  -1.97108426852552E+00  -1.00845285103589E+00  -3.32444413471669E+00  -4.09548202157368E+00  -1.53290779811262E+01  -1.40218218697099E+01  -8.54718678639115E+00  -1.81180917060009E+01  -6.69608172997544E+00  -2.83662539400842E+00  -1.09574842165114E+01  -8.04825942227355E+00  -9.96744261272449E+00  -4.03967469709721E+00  -5.34405653040693E+00  -2.24377630353085E+00  -3.25971630154130E+00  -2.43587922511455E+00  -6.90305469617614E+00  -1.12822378866431E+01  -4.99446997100272E+00  -4.94885180435431E+00  -8.68243101008180E+00  -4.25857157739271E+00  -5.44705339234136E+00  -2.39502264061962E+01  -3.59203183808755E+01  -1.42146959644711E+01  -1.95498599739743E+01  -4.41744976384458E+00  -7.05253131581564E+00  -9.82047057200732E+00  -3.78270265655077E+00  -5.32708448979287E+00  -2.11680426285257E+00  -1.00095519875116E+01  -3.97178407195382E+00  -5.60548110870754E+00  -2.23520088172716E+00  -6.82799710416625E+00  -6.83542693119868E+00
  1.03051E+03                7.01910342639212E+00   5.23480977275968E-03   4.69523233264543E-03   6.10599853842393E-02   1.69000012830686E-02   1.30396831638747E-02   1.85000014045431E-02   1.04000007895793E-01   5.12000038871582E-04   1.60988059438522E-04   4.91545356558269E-16   1.57163158172018E-14   3.21099525861962E-09   8.83353404778845E-19   2.01331239670669E-07   1.60927302460385E-03  -6.93034523381147E+00  -5.34303581057100E+00  -1.37872768784926E+00  -1.77220527001900E+00  -2.14038540124012E+00  -1.97101733784622E+00  -1.00844541699866E+00  -3.32442482292645E+00  -4.09438222151315E+00  -1.53084361895726E+01  -1.40215464443036E+01  -8.54705261888850E+00  -1.80538652619763E+01  -6.69608873935763E+00  -2.79337022971427E+00  -1.09505127111898E+01  -8.05484725784920E+00  -9.96705193359607E+00  -4.03280332665017E+00  -5.34406354006119E+00  -2.24378331285666E+00  -3.24626410490108E+00  -2.42926352477827E+00  -6.90884407812053E+00  -1.12810487538834E+01  -4.98680014692443E+00  -4.94806036037731E+00  -8.68182994384515E+00  -4.25778013308727E+00  -5.44600363865921E+00  -2.39486608027079E+01  -3.59184719916723E+01  -1.42075862910866E+01  -1.95564028458060E+01  -4.41768907149156E+00  -7.05935032771068E+00  -9.82031076556578E+00  -3.77606215879061E+00  -5.32732237213401E+00  -2.11704214486527E+00  -1.00094438196197E+01  -3.96519521274327E+00  -5.60572814654901E+00  -2.23544791924019E+00  -6.82137950353774E+00  -6.84226818855934E+00
  1.03966E+03                7.01509162654247E+00   5.29211137241890E-03   4.74219495061864E-03   6.10452818615710E-02   1.69000012832504E-02   1.30441367160756E-02   1.85000014047422E-02   1.04000007896912E-01   5.12000038877092E-04   1.61266709665676E-04   5.05447678636959E-16   1.57796389795843E-14   3.21172359204791E-09   9.46788627268952E-19   2.01327673206743E-07   1.71623486939118E-03  -6.92632765900695E+00  -5.34314085118377E+00  -1.37882640627003E+00  -1.77220538674759E+00  -2.14016399398818E+00  -1.97095894378844E+00  -1.00843990602579E+00  -3.32441179612816E+00  -4.09377699058712E+00  -1.52963235812774E+01  -1.40213772989364E+01  -8.54697447230531E+00  -1.80237467171225E+01  -6.69609643269574E+00  -2.76542324014712E+00  -1.09464444914941E+01  -8.05867280633286E+00  -9.96680156904488E+00  -4.02877591244644E+00  -5.34407123344165E+00  -2.24379100803473E+00  -3.23841883555284E+00  -2.42540740512568E+00  -6.91228580293012E+00  -1.12804145656581E+01  -4.98238890904662E+00  -4.94768423008370E+00  -8.68155346852138E+00  -4.25740400459125E+00  -5.44545318887577E+00  -2.39478105926796E+01  -3.59174467525479E+01  -1.42034304632147E+01  -1.95602028852219E+01  -4.41785057763542E+00  -7.06333533488464E+00  -9.82021952651755E+00  -3.77219387008983E+00  -5.32748919101743E+00  -2.11720896554629E+00  -1.00093968456156E+01  -3.96137118908667E+00  -5.60589261500750E+00  -2.23561238949628E+00  -6.81752130076941E+00  -6.84626256440323E+00
  1.05156E+03                7.00991138398306E+00   5.36721338383311E-03   4.80365104035662E-03   6.10254132024172E-02   1.69000012827060E-02   1.30495341370814E-02   1.85000014041463E-02   1.04000007893562E-01   5.12000038860598E-04   1.61598414195696E-04   5.23954269353827E-16   1.58621644254682E-14   3.21266726460857E-09   1.01496947062248E-18   2.01324140258870E-07   1.87732032150223E-03  -6.92114169957704E+00  -5.34328769896977E+00  -1.37896698858945E+00  -1.77220552143409E+00  -2.13990191789713E+00  -1.97089452386478E+00  -1.00843332998362E+00  -3.32439570653395E+00  -4.09308855068742E+00  -1.52807064043168E+01  -1.40211644165966E+01  -8.54687339696723E+00  -1.79935467708735E+01  -6.69610405386964E+00  -2.72646158083720E+00  -1.09411846902142E+01  -8.06362578421713E+00  -9.96648712447611E+00  -4.02358020881863E+00  -5.34407885479113E+00  -2.24379862711882E+00  -3.22827777521389E+00  -2.42042415619120E+00  -6.91681241700574E+00  -1.12796737572807E+01  -4.97676684161015E+00  -4.94726548762453E+00  -8.68127623816162E+00  -4.25698525986670E+00  -5.44481901313492E+00  -2.39467887889200E+01  -3.59162062375236E+01  -1.41980622129816E+01  -1.95651280469305E+01  -4.41805014619425E+00  -7.06848244882839E+00  -9.82009888802136E+00  -3.76719197253461E+00  -5.32769061843950E+00  -2.11741039070297E+00  -1.00093255208348E+01  -3.95641860524676E+00  -5.60609719130913E+00  -2.23581696353252E+00  -6.81253598467106E+00  -6.85142555346970E+00
  1.06326E+03                7.00482943808078E+00   5.44180406021856E-03   4.86457867485092E-03   6.10062525662068E-02   1.69000012812877E-02   1.30556595561488E-02   1.85000014025937E-02   1.04000007884834E-01   5.12000038817630E-04   1.61894591193275E-04   5.42819140715621E-16   1.59442484570081E-14   3.21359690487784E-09   1.06102989413382E-18   2.01318779735059E-07   2.06287693011661E-03  -6.91605108673457E+00  -5.34342195947475E+00  -1.37909175054346E+00  -1.77220563544955E+00  -2.13959290652654E+00  -1.97080924674171E+00  -1.00842552603062E+00  -3.32437791213392E+00  -4.09247033974900E+00  -1.52653446348025E+01  -1.40209452707192E+01  -8.54677401615008E+00  -1.79742721302319E+01  -6.69611561769338E+00  -2.68552664368443E+00  -1.09360359992819E+01  -8.06845151120042E+00  -9.96615259670219E+00  -4.01847481585587E+00  -5.34409041865469E+00  -2.24381019297901E+00  -3.21835821909275E+00  -2.41555252294465E+00  -6.92132894442119E+00  -1.12790300299390E+01  -4.97135224907956E+00  -4.94696785192025E+00  -8.68110476590280E+00  -4.25668762615906E+00  -5.44428300630784E+00  -2.39458724211878E+01  -3.59150618787827E+01  -1.41927988508195E+01  -1.95699268498709E+01  -4.41827097619454E+00  -7.07352657089956E+00  -9.81998225477936E+00  -3.76230447410377E+00  -5.32792007683497E+00  -2.11763985109509E+00  -1.00092734310545E+01  -3.95159565027768E+00  -5.60632117131829E+00  -2.23604094553833E+00  -6.80766122116084E+00  -6.85648133357920E+00
  1.07355E+03                7.00038916322217E+00   5.50791598761515E-03   4.91849346640816E-03   6.09889930905748E-02   1.69000012793296E-02   1.30609754436839E-02   1.85000014004502E-02   1.04000007872784E-01   5.12000038758308E-04   1.62141480357955E-04   5.59849762933989E-16   1.60167832544744E-14   3.21441871818701E-09   1.08191831239522E-18   2.01314360298718E-07   2.24971088172671E-03  -6.91160367305311E+00  -5.34354453223405E+00  -1.37920648986827E+00  -1.77220572801303E+00  -2.13932633882147E+00  -1.97073675563917E+00  -1.00841873843226E+00  -3.32436236655518E+00  -4.09196803147275E+00  -1.52519282895557E+01  -1.40207534084607E+01  -8.54668620414650E+00  -1.79658052788511E+01  -6.69612515161694E+00  -2.64787325424654E+00  -1.09315348084874E+01  -8.07266871839030E+00  -9.96585907917522E+00  -4.01401522139365E+00  -5.34409995269504E+00  -2.24381972389001E+00  -3.20969095136299E+00  -2.41129749065456E+00  -6.92531041103990E+00  -1.12785007718408E+01  -4.96665691404616E+00  -4.94674164538943E+00  -8.68099445545311E+00  -4.25646141649888E+00  -5.44384843253460E+00  -2.39451018630979E+01  -3.59140921653019E+01  -1.41881978081363E+01  -1.95741225282934E+01  -4.41846399773313E+00  -7.07793345457624E+00  -9.81987800117954E+00  -3.75803414356870E+00  -5.32811887480248E+00  -2.11783864593323E+00  -1.00092242330169E+01  -3.94738037530477E+00  -5.60651731756004E+00  -2.23623708865071E+00  -6.80340360410283E+00  -6.86090004792627E+00
  1.08658E+03                6.99479014985574E+00   5.59231301175359E-03   4.98720042265487E-03   6.09674518823007E-02   1.69000012758501E-02   1.30684969845447E-02   1.85000013966413E-02   1.04000007851372E-01   5.12000038652893E-04   1.62455634512698E-04   5.82141290882202E-16   1.61095588889147E-14   3.21547020208159E-09   1.07983066837842E-18   2.01306958385786E-07   2.52265736408186E-03  -6.90599271644292E+00  -5.34369051192116E+00  -1.37933939148549E+00  -1.77220584496847E+00  -2.13893934297586E+00  -1.97062380326330E+00  -1.00840883536200E+00  -3.32434076595129E+00  -4.09130634927054E+00  -1.52349713838488E+01  -1.40204989280335E+01  -8.54657392634462E+00  -1.79666440927504E+01  -6.69614112002074E+00  -2.59814169675331E+00  -1.09258685437191E+01  -8.07795354324461E+00  -9.96546167084233E+00  -4.00838387228191E+00  -5.34411592082776E+00  -2.24383572386490E+00  -3.19879074581584E+00  -2.40594935782594E+00  -6.93032054953760E+00  -1.12778286771513E+01  -4.96075087857782E+00  -4.94648292716554E+00  -8.68087053215215E+00  -4.25620273011716E+00  -5.44330008401825E+00  -2.39441245056956E+01  -3.59128481108157E+01  -1.41823963699829E+01  -1.95793787949501E+01  -4.41873235567604E+00  -7.08348495678934E+00  -9.81974657946840E+00  -3.75266878107871E+00  -5.32840082955695E+00  -2.11812063252987E+00  -1.00091780507738E+01  -3.94210025228282E+00  -5.60678790402649E+00  -2.23650770695934E+00  -6.79805118070948E+00  -6.86646297407131E+00
  1.10223E+03                6.98816881665780E+00   5.69400651486339E-03   5.06981990613560E-03   6.09407359402071E-02   1.69000012702161E-02   1.30771934572901E-02   1.85000013904740E-02   1.04000007816701E-01   5.12000038482209E-04   1.62864406149362E-04   6.09624346966798E-16   1.62209403646229E-14   3.21674431350578E-09   1.03850477403944E-18   2.01299084421571E-07   2.90787486906748E-03  -6.89935869655282E+00  -5.34387693442666E+00  -1.37951184217347E+00  -1.77220600424137E+00  -2.13849674800060E+00  -1.97049787894790E+00  -1.00839736924836E+00  -3.32431549929313E+00  -4.09044031912091E+00  -1.52149374853328E+01  -1.40201965950156E+01  -8.54643793615596E+00  -1.79835912529250E+01  -6.69615810744168E+00  -2.53642425063801E+00  -1.09191590898233E+01  -8.08420966466153E+00  -9.96499135095716E+00  -4.00172817265622E+00  -5.34413290875924E+00  -2.24385267945265E+00  -3.18589591217951E+00  -2.39962595253582E+00  -6.93615323578015E+00  -1.12769349220918E+01  -4.95367174377776E+00  -4.94607647992265E+00  -8.68063860623014E+00  -4.25579625053054E+00  -5.44255454865438E+00  -2.39428592596082E+01  -3.59112675336234E+01  -1.41755280474456E+01  -1.95856039766239E+01  -4.41904648739307E+00  -7.09004991773952E+00  -9.81958436466068E+00  -3.74632118653046E+00  -5.32872592256586E+00  -2.11844569319506E+00  -1.00091113814077E+01  -3.93584820317621E+00  -5.60710583375858E+00  -2.23682560434770E+00  -6.79172314703331E+00  -6.87304595099704E+00
  1.11327E+03                6.98354248021089E+00   5.76569725355947E-03   5.12794771917622E-03   6.09235658765418E-02   1.69000012653048E-02   1.30852640756190E-02   1.85000013850976E-02   1.04000007786477E-01   5.12000038333416E-04   1.63185490251577E-04   6.29742900692819E-16   1.63002612893573E-14   3.21764777832104E-09   9.88458611330129E-19   2.01288785720005E-07   3.21990198166297E-03  -6.89471579487701E+00  -5.34397724956676E+00  -1.37959393917562E+00  -1.77220613295743E+00  -2.13806170355234E+00  -1.97035562876496E+00  -1.00838614848579E+00  -3.32429316146237E+00  -4.08968142966830E+00  -1.52008365086622E+01  -1.40199579175971E+01  -8.54634175989891E+00  -1.80050412606862E+01  -6.69618032703413E+00  -2.49215731402874E+00  -1.09144991437461E+01  -8.08850206519691E+00  -9.96460158582093E+00  -3.99705693366843E+00  -5.34415512834053E+00  -2.24387490287752E+00  -3.17695449225078E+00  -2.39524564178377E+00  -6.94012179131119E+00  -1.12762213119512E+01  -4.94867665978562E+00  -4.94577485449959E+00  -8.68042172496898E+00  -4.25549462895107E+00  -5.44195302278105E+00  -2.39418914813635E+01  -3.59100440735312E+01  -1.41707353708677E+01  -1.95898690453784E+01  -4.41932441057528E+00  -7.09462487722023E+00  -9.81947619835661E+00  -3.74193154637483E+00  -5.32902974097931E+00  -2.11874951545209E+00  -1.00091095586906E+01  -3.93156490660760E+00  -5.60738175151471E+00  -2.23710152594741E+00  -6.78733683188538E+00  -6.87762216975086E+00
  1.12414E+03                6.97907674183852E+00   5.83599653583019E-03   5.18486319508819E-03   6.09057812462711E-02   1.69000012597241E-02   1.30924908011325E-02   1.85000013789887E-02   1.04000007752135E-01   5.12000038164346E-04   1.63530991609633E-04   6.49739356176526E-16   1.63775942174607E-14   3.21853779044218E-09   9.26440303638167E-19   2.01280485928216E-07   3.56158289608697E-03  -6.89023672974788E+00  -5.34409033703345E+00  -1.37969234454286E+00  -1.77220627790107E+00  -2.13767912818095E+00  -1.97023520693549E+00  -1.00837616128964E+00  -3.32427278497110E+00  -4.08887833786109E+00  -1.51872606153410E+01  -1.40197327891626E+01  -8.54624708929818E+00  -1.80331823093396E+01  -6.69619823477811E+00  -2.44835690896809E+00  -1.09099891213712E+01  -8.09266662626012E+00  -9.96423821676739E+00  -3.99255504740149E+00  -5.34417303627100E+00  -2.24389280561587E+00  -3.16830595266249E+00  -2.39101031097266E+00  -6.94386583593857E+00  -1.12754374264619E+01  -4.94375425708286E+00  -4.94537224599424E+00  -8.68011965115393E+00  -4.25509201525359E+00  -5.44127666295722E+00  -2.39408542842550E+01  -3.59087680410033E+01  -1.41661027606429E+01  -1.95940109571283E+01  -4.41957809920082E+00  -7.09904334917826E+00  -9.81936596686039E+00  -3.73768279766521E+00  -5.32930078646711E+00  -2.11902055574777E+00  -1.00090899093453E+01  -3.92740674004887E+00  -5.60763526750330E+00  -2.23735503674388E+00  -6.78309665638217E+00  -6.88204755928308E+00
  1.14287E+03                6.97156221645891E+00   5.95617927016193E-03   5.28196580146964E-03   6.08752453353146E-02   1.69000012483496E-02   1.31054229816243E-02   1.85000013665373E-02   1.04000007682138E-01   5.12000037819745E-04   1.64191030956626E-04   6.84878884883598E-16   1.65098445187638E-14   3.22006998424143E-09   8.00594938825276E-19   2.01265086746547E-07   4.23873588736935E-03  -6.88269753317883E+00  -5.34428079647705E+00  -1.37985559364325E+00  -1.77220656512523E+00  -2.13698931143289E+00  -1.97001375764342E+00  -1.00835800125942E+00  -3.32423647379128E+00  -4.08730634009700E+00  -1.51643860124889E+01  -1.40193403125954E+01  -8.54608444868409E+00  -1.80965869084279E+01  -6.69623146221863E+00  -2.37276361022030E+00  -1.09024053556512E+01  -8.09964215567416E+00  -9.96359675301987E+00  -3.98497354658157E+00  -5.34420626397665E+00  -2.24392603446731E+00  -3.15378214987009E+00  -2.38390366014373E+00  -6.94995918433658E+00  -1.12739137816983E+01  -4.93529057524692E+00  -4.94452329268386E+00  -8.67943785774110E+00  -4.25424306308900E+00  -5.43993951263219E+00  -2.39388978863252E+01  -3.59063937278804E+01  -1.41583037506578E+01  -1.96009501156860E+01  -4.42003057342008E+00  -7.10647196719693E+00  -9.81917615789092E+00  -3.73055295162336E+00  -5.32978566895082E+00  -2.11950543937727E+00  -1.00090666549493E+01  -3.92044344858045E+00  -5.60808629826856E+00  -2.23780606865493E+00  -6.77598103372404E+00  -6.88948732014256E+00
  1.15297E+03                6.96757105493066E+00   6.02039257404621E-03   5.33373713393585E-03   6.08609229967584E-02   1.69000012413607E-02   1.31147058888079E-02   1.85000013588867E-02   1.04000007639130E-01   5.12000037608012E-04   1.64575313296913E-04   7.04511679383839E-16   1.65815397400389E-14   3.22089205059276E-09   7.28449679511930E-19   2.01251061820137E-07   4.65022929619232E-03  -6.87868396404848E+00  -5.34434499082207E+00  -1.37989503309706E+00  -1.77220673360206E+00  -2.13647104791828E+00  -1.96983058715917E+00  -1.00834448850889E+00  -3.32421157195377E+00  -4.08631050726300E+00  -1.51521115923540E+01  -1.40191003641325E+01  -8.54599756439251E+00  -1.81376001915619E+01  -6.69626172658486E+00  -2.33252559974768E+00  -1.08984122784349E+01  -8.10325218628695E+00  -9.96318344204709E+00  -3.98092149059412E+00  -5.34423652835928E+00  -2.24395630491197E+00  -3.14615032763912E+00  -2.38017441555058E+00  -6.95309164562998E+00  -1.12730229014061E+01  -4.93076094994006E+00  -4.94407598774710E+00  -8.67903351617254E+00  -4.25379576421427E+00  -5.43915713122010E+00  -2.39377864127936E+01  -3.59050191294378E+01  -1.41541708874295E+01  -1.96045350209685E+01  -4.42034116997422E+00  -7.11040319165010E+00  -9.81908273601899E+00  -3.72682078473674E+00  -5.33013582243429E+00  -2.11985559892276E+00  -1.00091095460319E+01  -3.91684759464835E+00  -5.60839044702287E+00  -2.23811022347126E+00  -6.77224362985625E+00  -6.89341049927713E+00
